LIMIT_BAL,LIMIT_BAL_CAT,EDUCATION,MARRIAGE,AGE,AGE_CAT,SEX,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,AVG_PAYMENT,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
150000,moderate,graduateschool,single,37,midage,male,-1,-1,0,-1,0,0,0,305,87920,17991,101553,95786,82645,89524,19406,102989,2608,7845,0,1
110000,moderate,university,married,31,midage,female,-1,2,2,-1,-1,-1,0,832,832,416,416,416,416,416,0,416,416,416,416,0
150000,moderate,graduateschool,married,51,senior,male,0,0,0,0,0,0,0,149640,146178,133811,122606,107726,1200,6000,3857,12000,20000,0,14500,1
390000,high,graduateschool,single,53,senior,female,0,0,0,0,0,0,0,30400,34756,29530,27620,32364,34041,5000,5000,5000,5000,5000,1161,1
50000,low,university,single,33,midage,male,0,0,0,0,0,0,0,48355,49715,49736,17599,16753,10582,2140,1161,510,503,500,1000,1
280000,high,graduateschool,single,30,midage,female,1,2,0,-1,-1,-1,0,25903,19262,10660,4191,1671,105726,50,2053,4211,2001,105747,100055,1
30000,low,university,single,29,young,male,0,0,0,2,2,2,1,19363,20723,22492,22819,24441,23910,2000,2100,1000,2000,0,1000,0
30000,low,highschool,married,42,senior,male,-1,-1,-1,-1,-1,2,0,390,390,390,240,1320,780,390,390,240,1470,0,0,1
20000,low,graduateschool,single,38,midage,male,0,0,0,0,0,0,0,15255,16507,16842,15151,16741,20540,5006,4015,2006,7137,18000,202,0
50000,low,university,married,36,midage,male,-1,0,0,0,0,0,0,3580,4597,5757,5869,5838,5971,1084,1244,356,212,230,205,0
200000,high,graduateschool,single,27,young,female,-1,-1,-2,-2,-1,-1,-1,134,0,0,0,101,0,0,0,0,101,0,0,1
50000,low,graduateschool,single,22,young,female,2,2,2,0,0,0,1,8823,10606,4991,4461,2561,0,2000,300,200,0,0,0,0
30000,low,highschool,married,49,senior,female,0,0,0,0,0,0,0,28806,13406,14485,15936,16370,17105,1600,1600,2000,1000,1000,1000,1
20000,low,university,single,23,young,male,0,0,0,-1,-1,2,0,17821,19099,0,1728,1953,1780,2000,0,1728,225,0,0,1
60000,low,graduateschool,single,31,midage,male,2,2,2,2,2,2,2,60705,62352,60745,58828,55606,58551,3200,0,4580,0,4727,0,0
250000,high,highschool,single,31,midage,male,0,0,0,0,0,0,0,73215,70284,70375,65085,54986,50848,7009,5023,5069,10037,5184,15011,1
200000,high,university,single,23,young,female,-1,-1,-1,-1,-2,-1,-1,964,-36,1000,0,0,43527,0,1036,0,0,54677,872,1
230000,high,graduateschool,single,28,young,male,-1,-1,-1,-1,-1,-1,-1,326,326,326,326,1176,326,326,326,326,1176,326,776,1
50000,low,highschool,married,50,senior,male,2,0,0,0,0,0,0,48607,49540,49583,19695,20004,19904,2100,1500,1000,1000,1000,700,1
350000,high,graduateschool,married,49,senior,male,-2,-2,-2,-2,-2,-2,-2,27506,4213,1518,4625,363,858,4213,1529,4713,363,858,566,1
30000,low,university,married,28,young,female,2,2,2,2,0,0,1,21588,20942,23691,23012,26105,30500,0,3100,0,3500,5000,1000,0
100000,moderate,graduateschool,married,41,senior,male,1,2,0,0,2,0,1,89137,86040,71910,65693,63835,18660,0,3515,6300,13,765,0,1
270000,high,university,married,35,midage,male,0,0,0,0,0,0,0,48465,45898,46765,55438,54285,54198,1737,2000,10000,1461,1492,899,1
280000,high,university,married,42,senior,female,0,-1,0,0,0,0,0,255527,256675,253682,260274,153516,156830,273844,13000,11000,8000,5866,8000,1
70000,moderate,university,married,35,midage,male,1,2,2,0,0,0,1,68375,71660,66948,30406,29128,23597,5000,0,1001,944,5000,5000,1
80000,moderate,university,single,42,senior,male,1,4,3,2,0,0,2,97841,94992,87801,81545,51338,50826,0,639,0,50918,2000,2000,1
180000,moderate,highschool,married,51,senior,female,1,-1,2,2,0,-1,0,0,31,31,31,1931,878,31,0,0,1900,878,0,0
20000,low,university,married,42,senior,female,2,0,0,0,0,0,0,15552,16560,17278,18289,18653,19195,1575,1293,1304,668,843,853,0
20000,low,university,married,43,senior,male,2,0,0,2,0,0,1,11573,12372,14946,14409,16659,17887,1300,2787,0,2500,1500,0,0
10000,low,highschool,married,46,senior,male,0,0,0,0,0,-2,0,7170,8240,8050,10400,0,0,1200,1000,150,0,0,0,1
210000,high,university,married,50,senior,female,0,0,0,0,0,0,0,106724,109251,103733,102027,103453,103651,4037,3519,3442,3553,3625,3470,1
440000,high,graduateschool,married,54,senior,female,2,0,0,0,0,0,0,276955,198150,183825,185971,189968,193799,8752,8200,6700,7000,6870,7000,0
130000,moderate,graduateschool,married,46,senior,female,0,0,0,0,0,0,0,147582,138996,140558,90522,90917,92330,5394,4229,3211,3297,3312,3381,0
270000,high,graduateschool,single,36,midage,male,-1,0,-1,-1,-1,-1,-1,109611,64202,33846,42278,36841,57844,6285,33894,42399,36841,57844,35862,1
130000,moderate,university,single,26,young,male,2,2,0,0,0,0,1,134836,128038,126862,97925,100484,54125,0,5000,3500,4055,10000,50000,0
110000,moderate,university,married,48,senior,male,0,0,0,0,0,0,0,92806,91217,89757,136859,60276,48652,5000,4087,64142,2038,1763,2500,1
460000,high,university,married,52,senior,male,0,0,0,0,0,0,0,177520,174746,168279,171579,163450,160547,8000,9000,8154,6000,6000,6000,1
230000,high,university,married,43,senior,female,0,0,0,0,0,0,0,7075,7806,8392,8967,8729,10816,1279,1295,1300,468,2816,5893,1
230000,high,graduateschool,married,39,senior,female,1,-2,-1,-1,-1,-2,-1,0,0,181,2680,0,0,0,181,2680,0,0,0,0
240000,high,university,married,47,senior,male,0,0,2,2,0,0,1,125055,133825,136232,132569,135007,34036,12400,6000,0,5806,2198,1207,1
240000,high,university,married,34,midage,male,0,0,0,0,0,0,0,225709,228893,232706,187325,129889,123680,8544,9257,8583,4292,5133,4257,1
130000,moderate,university,married,44,senior,male,2,0,0,0,0,2,1,16357,17287,19992,22329,23964,23428,1500,3000,3000,2000,0,1500,0
270000,high,graduateschool,single,27,young,female,-1,-1,-1,0,0,0,0,1390,363,14770,14367,14388,47441,363,14841,1200,1288,41437,1335,1
240000,high,graduateschool,married,39,senior,male,-1,-1,-1,-1,-1,-1,-1,14719,3192,4389,10179,5413,1899,3192,4397,10179,5413,1899,21986,1
320000,high,graduateschool,others,32,midage,male,-1,-1,-1,-1,-1,-1,-1,802,4929,2064,4365,1183,3287,4929,2064,4365,1183,3287,2810,1
80000,moderate,university,married,36,midage,male,-1,-1,0,0,0,0,0,9097,31091,34651,26569,20082,25535,31091,20000,5000,10000,10000,0,1
400000,high,university,married,24,young,female,0,0,0,0,0,0,0,176294,190256,89128,39276,23440,59922,44776,1502,2026,1015,52100,5101,1
180000,moderate,highschool,married,39,senior,female,1,-2,-2,-1,3,2,0,0,0,0,300,300,150,0,0,300,0,0,645,1
230000,high,graduateschool,married,32,midage,female,1,-2,-1,-1,-1,-1,-1,0,0,2809,4595,792,3404,0,2809,4606,792,3404,0,1
30000,low,highschool,married,67,senior,female,2,2,0,0,0,0,1,26590,25869,26947,27529,24909,24576,0,1800,1370,1264,2078,836,0
90000,moderate,graduateschool,single,23,young,male,0,0,0,-1,0,0,0,4744,7070,0,5398,6360,8292,5757,0,5398,1200,2045,2000,1
390000,high,graduateschool,single,28,young,male,0,0,0,0,0,0,0,18891,19521,28868,29661,21907,8205,6000,10000,2000,15000,5000,2000,1
150000,moderate,graduateschool,single,31,midage,male,0,0,0,0,-1,-1,0,110921,64600,58158,24856,704,1899,3000,1500,1000,704,1899,0,1
360000,high,graduateschool,single,31,midage,female,-2,-2,-2,-2,-2,-2,-2,211,70,0,1600,0,1101,70,0,1600,0,1101,0,1
100000,moderate,university,married,46,senior,male,1,2,2,0,0,0,1,22648,23978,23312,24617,25109,25654,2000,0,2000,1200,1100,1200,0
420000,high,highschool,single,27,young,female,-2,-2,-1,0,0,0,-1,1486,-3341,116659,119808,122181,130976,2679,120000,5003,5000,10979,5016,0
420000,high,university,single,37,midage,female,1,-1,0,0,-1,0,0,6277,30512,17516,8773,15437,26376,31326,1150,205,15442,22292,1003,1
310000,high,highschool,single,30,midage,male,-2,-2,-2,-2,-2,-2,-2,-44,-44,8915,-35,7028,-116,0,8959,0,7063,0,23240,1
20000,low,highschool,married,63,senior,male,2,2,2,2,2,0,2,16097,16951,17090,17128,16725,17263,1400,700,600,0,800,772,0
220000,high,university,married,37,midage,female,0,0,0,0,0,0,0,158494,156004,149677,152724,142064,142649,7000,7000,7100,5000,5400,5600,1
180000,moderate,graduateschool,married,44,senior,female,-1,-1,-1,-1,-1,-1,-1,1210,1071,6554,0,21398,298,1071,6557,0,21398,298,0,1
310000,high,graduateschool,married,48,senior,male,0,0,-1,-1,-1,2,0,29662,5384,4488,2630,150,335,1536,4510,2652,150,185,0,1
320000,high,highschool,married,44,senior,female,1,-1,2,2,-1,-1,0,-1,507,507,-900,3750,3216,508,0,0,5330,3216,2041,1
200000,high,graduateschool,married,37,midage,male,-1,0,0,0,0,0,0,173867,139769,132534,116331,111178,105907,7000,5000,4500,5000,5000,4300,1
190000,moderate,highschool,married,41,senior,male,0,0,0,0,0,0,0,30425,31419,32450,33458,34122,34833,1467,1498,1506,1170,1209,1215,1
150000,moderate,others,others,27,young,male,-1,-1,0,0,-2,-2,-1,3462,1147,7002,0,0,0,1147,6000,0,0,0,0,1
280000,high,university,married,43,senior,male,0,0,0,0,0,0,0,149803,131171,132165,133948,133070,135089,6150,6256,6275,5012,5363,4000,1
190000,moderate,university,married,55,senior,female,-1,-1,-1,-1,-1,-1,-1,6637,6476,14501,1190,3705,1049,6476,14915,1190,3705,1049,10160,1
160000,moderate,graduateschool,single,30,midage,male,-1,-1,-1,-1,-1,-1,-1,99,2977,15086,8578,13028,21712,2977,15086,9123,13028,29712,50000,1
450000,high,graduateschool,married,53,senior,male,-1,-1,-1,-1,-1,-1,-1,17530,3873,3119,8970,1323,11990,3885,3128,9008,1323,12008,214,1
110000,moderate,university,single,42,senior,male,0,0,2,2,0,0,1,53113,57376,57876,56309,58359,109312,5150,2000,0,2800,54000,0,1
240000,high,university,married,48,senior,female,-2,-2,-2,-2,-2,-2,-2,-5,-5,1056,-4,950,158,0,1061,0,954,158,1796,0
110000,moderate,graduateschool,single,26,young,male,0,0,0,0,0,0,0,57861,47409,47743,45654,26525,22937,2191,1525,18236,1500,2000,1000,1
100000,moderate,university,single,45,senior,male,2,2,2,2,0,0,1,65781,60114,59478,54336,50640,49113,0,4817,6,1700,3650,0,0
30000,low,university,single,37,midage,female,2,0,0,0,0,0,0,25037,18486,19082,19145,15839,9335,2000,2000,2500,2000,2000,4000,1
180000,moderate,university,single,39,senior,male,-1,-1,-1,-1,-1,-1,-1,715,4637,969,21365,9707,3837,4637,1595,21365,9707,3837,5328,1
120000,moderate,graduateschool,married,39,senior,female,-1,0,0,0,0,0,0,32598,51662,30285,24879,29479,27553,20092,10000,6000,5000,7553,14587,1
200000,high,graduateschool,single,29,young,male,-2,-2,-2,-2,-2,-2,-2,33188,10293,55615,37643,47437,38640,11958,73912,37858,47675,38834,49403,1
240000,high,university,married,41,senior,male,0,0,0,0,0,0,0,238902,241717,240041,231036,194520,195392,8135,8685,10252,7016,7033,7019,0
50000,low,university,single,31,midage,male,0,0,0,0,0,-2,0,47709,47838,49597,43885,0,0,3007,5230,1927,0,0,0,1
230000,high,highschool,married,55,senior,male,0,0,0,0,0,0,0,214423,214585,170063,176893,183699,188700,10000,10000,10000,10000,10000,9000,1
50000,low,university,single,24,young,male,1,2,0,0,-1,-1,0,5784,3392,2182,0,2092,-2272,0,1000,0,2092,0,0,1
550000,high,graduateschool,single,34,midage,female,-1,0,0,0,0,0,0,42132,44045,45392,48244,36206,38021,3005,3004,4010,3002,3000,10010,0
300000,high,graduateschool,married,40,senior,male,-1,2,2,-2,-2,-2,0,7111,7111,0,0,0,0,0,0,0,0,0,0,1
50000,low,highschool,married,49,senior,male,1,2,0,0,0,0,0,36728,35835,32092,32581,33897,34691,36,1833,1322,2000,1358,3446,1
20000,low,highschool,single,52,senior,female,0,0,0,0,0,2,0,18603,15208,16153,18175,19876,19419,1555,1500,2300,2000,0,1000,1
10000,low,graduateschool,single,27,young,male,0,0,0,0,0,0,0,8907,6599,7736,8492,8138,4990,1500,1400,1000,1009,1000,1598,1
250000,high,graduateschool,single,40,senior,female,-1,-1,-1,-1,-1,-1,-1,3264,2395,2986,24971,500,2162,2395,2991,25185,500,2162,0,1
400000,high,highschool,married,40,senior,female,-1,-1,0,-1,-1,-2,-1,27035,28119,31166,35238,1408,4869,28204,33716,37400,1408,4869,5539,1
50000,low,highschool,married,52,senior,male,0,0,0,0,0,0,0,39429,39548,39490,38801,36087,25189,1781,1770,1148,1174,949,590,1
150000,moderate,university,single,27,young,female,0,0,0,0,0,0,0,140947,121059,95250,55070,44425,7582,5000,3709,1101,2000,152,70181,1
270000,high,university,single,29,young,male,0,0,0,0,-1,-1,0,18465,20987,17555,17803,1852,2044,3022,1000,2054,1857,2069,6327,1
260000,high,graduateschool,married,30,midage,male,-1,0,-1,-1,-1,-1,-1,27378,17082,13333,99,99,172104,10018,13333,99,99,172104,30013,1
300000,high,graduateschool,single,48,senior,female,0,0,0,0,0,0,0,247279,235093,224062,212480,202148,186955,10005,9500,7500,6914,6100,5500,1
230000,high,graduateschool,single,29,young,female,-2,-2,-2,-2,-2,-2,-2,0,0,1024,0,0,0,0,1024,0,0,0,0,1
280000,high,graduateschool,married,63,senior,male,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
200000,high,graduateschool,single,40,senior,female,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
260000,high,graduateschool,married,38,midage,male,0,0,0,0,0,0,0,94152,91774,89485,85906,83619,81260,4150,4153,2913,3012,3088,3033,1
200000,high,highschool,married,49,senior,female,1,-2,-1,-1,-1,-1,-1,0,0,2317,7588,7606,14053,0,2317,7588,7614,14053,0,1
160000,moderate,graduateschool,single,26,young,male,0,0,0,-1,-1,-1,0,135233,130038,79027,6666,6666,6666,5600,3715,6666,6666,6666,6666,1
20000,low,highschool,single,36,midage,male,-1,0,-1,-1,0,0,0,16842,16300,390,14536,7446,0,1000,390,14536,149,0,8346,1
110000,moderate,university,single,28,young,female,0,0,0,0,0,0,0,35208,36619,38026,40332,41772,43052,2000,2000,3000,2000,2000,2000,0
320000,high,graduateschool,single,32,midage,female,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,0,-400,0,0,0,1,400,6083,0
40000,low,graduateschool,married,46,senior,male,-1,2,2,-1,0,0,0,780,390,0,1170,780,0,0,0,1170,0,0,0,0
50000,low,university,single,23,young,male,0,0,0,0,0,0,0,40698,42018,43344,16951,16989,17230,2000,2230,1600,600,500,19742,1
160000,moderate,university,single,30,midage,female,-1,-1,-1,-1,-1,-1,-1,584,4572,7379,669,21381,200,4572,7379,669,21581,0,1100,1
240000,high,graduateschool,single,41,senior,male,1,-1,-1,0,0,-1,0,95,2622,3301,3164,360,1737,2622,3301,0,360,1737,924,1
50000,low,highschool,married,26,young,female,-1,2,0,0,0,0,0,6064,5432,6090,6626,6513,6097,0,1136,1062,339,187,364,0
50000,low,graduateschool,single,32,midage,female,1,2,2,2,0,0,1,20091,20175,22718,22057,23044,24990,700,3200,0,1500,2340,924,0
20000,low,university,single,39,senior,male,0,0,0,0,0,0,0,19592,19401,19979,20107,19472,19719,1334,1302,694,707,835,772,1
180000,moderate,graduateschool,single,30,midage,female,2,2,2,2,0,0,1,14038,16980,16915,17532,18429,20126,3500,500,1200,1500,2000,0,0
230000,high,graduateschool,single,25,young,female,0,0,0,0,0,-2,0,32915,21726,12299,5860,0,0,4794,3116,5029,0,0,0,1
20000,low,university,married,44,senior,female,0,0,0,0,2,0,0,12346,13615,13674,27524,13490,15261,1500,2000,2500,500,2000,5000,1
50000,low,graduateschool,others,49,senior,male,0,0,0,0,0,0,0,17681,18249,18054,18569,19152,18088,1611,2000,780,1000,1000,2000,1
120000,moderate,university,married,30,midage,female,0,0,0,0,0,0,0,121038,121211,119339,122334,121254,122094,4700,4400,5000,4600,5000,4500,1
160000,moderate,university,single,33,midage,female,2,2,3,2,0,0,2,161771,172632,168541,164310,162681,163005,15000,0,0,6100,12300,6100,1
110000,moderate,university,married,32,midage,male,0,0,0,0,0,0,0,73772,75299,72978,67877,60444,61737,2765,2404,2292,2196,2300,2200,1
130000,moderate,highschool,single,24,young,female,2,2,3,2,2,2,2,49583,53275,51960,49723,47120,46188,5100,0,0,4500,0,1500,0
100000,moderate,graduateschool,single,26,young,female,1,2,2,2,0,-1,1,3144,2949,4480,764,528,933,0,1795,0,13,933,3000,1
250000,high,university,single,30,midage,male,0,0,0,-1,2,-1,0,5724,6729,4973,9693,799,4295,2000,2305,4720,0,4305,0,1
170000,moderate,university,married,28,young,female,0,0,0,0,0,0,0,105509,106445,68703,66338,62135,65706,4285,3000,3000,3000,5000,3000,1
280000,high,highschool,married,32,midage,male,0,0,0,0,0,0,0,158798,163164,168543,172083,173850,177469,6000,7000,6762,4880,5050,5100,0
150000,moderate,graduateschool,married,47,senior,female,-2,-2,-2,-2,-2,-2,-2,39139,15269,12853,12531,5325,2086,15374,12904,12541,5330,2086,2627,1
100000,moderate,highschool,single,37,midage,male,0,0,0,0,0,0,0,20116,19319,16356,10144,8095,10140,4000,2000,4000,3095,5140,4122,1
110000,moderate,graduateschool,single,30,midage,male,0,0,0,0,0,0,0,110800,112008,96347,49506,49142,49251,4404,2826,1880,1805,2182,2000,1
50000,low,university,married,58,senior,male,-1,-1,-1,2,2,-2,0,382,-286,954,1154,-572,-962,0,1908,764,0,0,0,1
280000,high,graduateschool,married,39,senior,male,-1,-1,-1,-1,-1,-1,-1,1585,6416,16387,2967,1087,2644,6416,16387,2981,2644,2644,820,1
30000,low,graduateschool,single,38,midage,female,-2,-2,-2,-2,-2,-2,-2,1232,764,1909,544,390,954,764,1920,544,390,954,1913,1
280000,high,university,married,40,senior,male,0,0,0,0,0,0,0,186503,181328,180422,170410,173901,177413,8026,8060,6300,6400,6400,6737,1
360000,high,graduateschool,married,47,senior,male,-1,-1,-1,-1,-2,-2,-1,229,4240,2500,0,0,0,4261,2500,0,0,0,0,1
70000,moderate,graduateschool,single,26,young,male,2,0,0,0,0,0,0,50587,51329,48122,43912,44834,45737,2214,3510,1720,1780,1800,1900,1
50000,low,graduateschool,single,24,young,male,0,0,0,0,0,0,0,48061,47003,13063,25224,14197,13872,2000,2000,2000,2000,2000,2000,1
330000,high,graduateschool,single,47,senior,male,0,0,0,0,0,0,0,240063,242040,160008,160084,159453,159354,9500,5591,5500,6000,6000,6000,1
50000,low,university,single,30,midage,male,0,0,0,0,0,0,0,32781,31702,26829,18948,18830,19358,1489,1326,642,2000,824,1000,0
280000,high,university,married,42,senior,female,-1,0,0,0,0,0,0,256675,253682,260274,153516,156830,152045,13000,11000,8000,5866,8000,5616,1
50000,low,university,married,38,midage,female,0,0,0,0,0,0,0,25184,26261,27334,28374,28804,29488,1800,1800,1800,1200,1300,1300,1
50000,low,university,others,37,midage,male,0,0,0,0,-1,0,0,49642,48381,44113,8522,17948,9390,2060,1014,170,17948,188,390,1
70000,moderate,university,married,42,senior,male,4,4,4,4,4,4,4,59130,59831,61873,63359,64221,65706,2272,3614,3100,2500,3100,1000,0
20000,low,university,single,28,young,female,0,0,2,0,0,0,0,2937,5696,4144,8168,6894,11424,3353,3,5101,6,6530,8103,0
140000,moderate,university,single,43,senior,male,0,0,0,0,0,0,0,128947,106671,101362,87420,88774,81869,4039,7010,2359,7617,2760,2366,1
100000,moderate,graduateschool,single,27,young,male,2,0,0,2,2,2,1,34694,36014,39321,39145,39494,39896,1900,4200,900,1400,900,6440,0
20000,low,university,single,26,young,female,2,0,0,0,0,0,0,19366,19297,20023,19625,15188,0,1800,1500,500,500,0,0,0
410000,high,graduateschool,married,46,senior,female,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
430000,high,graduateschool,single,36,midage,female,0,0,0,0,0,0,0,258212,232225,237297,240682,245337,242481,10500,10300,9000,8541,9054,8543,0
50000,low,highschool,married,42,senior,male,0,0,0,0,0,0,0,29224,23807,17623,17974,18350,18721,2000,1293,644,666,676,681,1
30000,low,highschool,married,52,senior,male,2,3,2,0,0,0,1,31521,30749,29506,29106,29106,29700,0,0,0,0,594,0,1
70000,moderate,university,single,37,midage,female,0,0,0,0,0,0,0,69099,69684,64801,64863,123234,60733,3018,3400,2200,2500,2500,2510,1
220000,high,university,married,28,young,male,0,0,0,0,0,0,0,38074,43083,47051,65321,83882,72812,6000,5000,20012,23099,10029,30019,1
50000,low,university,single,26,young,male,-1,-1,-1,-1,-1,-1,-1,1530,750,1140,1530,750,1140,750,1140,1530,750,1140,1530,1
70000,moderate,highschool,married,40,senior,female,0,0,-2,-2,-2,-2,-1,14896,0,0,0,0,0,0,0,0,0,0,5704,1
140000,moderate,university,married,34,midage,male,-1,-1,-1,-1,-1,-1,-1,711,711,711,10976,711,711,711,711,10976,711,711,291,0
270000,high,university,single,36,midage,male,1,-1,-1,-2,-1,0,-1,-16,3326,-54,-54,19315,8388,3342,0,0,19369,996,3,1
220000,high,university,married,35,midage,female,0,0,0,0,0,0,0,45739,46975,48211,47418,48657,48129,2000,2000,2000,2000,2000,2000,1
10000,low,university,married,49,senior,female,2,0,0,0,0,0,0,2240,3100,4116,5280,5543,5605,1057,1073,1237,500,300,205,0
260000,high,graduateschool,single,36,midage,female,-2,-2,-2,-2,-1,-1,-2,1891,2438,2280,746,1989,1668,2637,2280,746,1989,1668,2605,1
20000,low,university,single,24,young,male,-1,0,0,0,0,-1,0,610,13222,13488,11818,12428,5965,13002,3000,0,1000,5965,0,1
80000,moderate,university,single,27,young,male,1,2,2,2,2,2,2,63467,66811,68247,68531,69808,70544,5000,3100,2000,3000,2000,4000,0
50000,low,university,single,24,young,female,0,0,0,0,0,0,0,48600,47819,48527,39147,38314,37758,2200,1889,1510,1400,1700,2000,0
120000,moderate,graduateschool,married,51,senior,male,0,0,0,0,0,0,0,117446,117781,122030,114294,114144,116894,4400,8002,4200,4200,8000,4000,1
210000,high,university,married,41,senior,female,-1,-1,-1,-1,-1,-1,-1,3088,1586,343,3763,877,0,1586,343,3763,877,0,419,0
210000,high,university,single,27,young,male,0,0,0,0,0,0,0,65795,54166,73077,62288,66309,66393,2151,20000,2205,5000,1982,1982,1
500000,high,university,single,26,young,female,0,0,0,0,0,0,0,59039,58262,54586,29280,31284,29371,4028,2077,1001,3008,1305,1007,1
100000,moderate,university,single,31,midage,female,0,0,0,0,0,0,0,101458,101207,101421,101111,101384,101358,3800,4000,3602,3719,3700,7800,0
30000,low,university,single,24,young,male,-1,-1,-1,0,0,-2,-1,390,390,780,780,0,0,390,780,0,0,0,0,0
30000,low,university,married,39,senior,male,1,2,0,0,0,0,0,29388,27850,28525,29091,28923,29553,0,1452,1018,1038,1100,964,1
20000,low,university,married,29,young,male,2,2,2,0,0,0,1,8024,11718,11238,12735,14359,19076,4000,0,2000,2000,5000,0,1
50000,low,highschool,married,57,senior,male,0,0,0,0,0,0,0,49543,41465,24091,20071,19221,19622,1500,1328,1600,700,696,707,1
50000,low,highschool,single,34,midage,male,0,0,0,-2,-2,-2,-1,50375,51400,0,0,0,0,2400,0,0,0,0,0,1
360000,high,graduateschool,single,28,young,female,0,0,0,0,0,0,0,152072,151168,153306,144485,145601,140336,5708,6059,5009,5021,5027,100017,1
120000,moderate,graduateschool,married,51,senior,male,1,-2,-2,-1,0,-1,-1,0,-416,-1248,832,416,1398,0,0,2080,0,1398,0,0
200000,high,university,married,55,senior,male,1,2,2,2,2,0,2,181339,177233,188461,191363,188683,196057,0,14000,7000,0,10000,5000,0
350000,high,university,single,28,young,female,1,2,0,0,0,0,0,358895,346575,345088,341811,265953,93300,0,14579,13557,12000,5000,11000,0
20000,low,university,married,58,senior,male,-1,-1,2,2,-1,-1,0,21116,21470,200,0,28740,1295,21654,0,0,28740,1565,0,1
170000,moderate,graduateschool,married,33,midage,male,1,2,-1,0,0,0,0,9020,326,7788,104556,141077,138790,0,7788,100000,41077,5200,5600,1
20000,low,highschool,married,47,senior,female,0,0,0,0,2,0,0,19753,19728,19763,20240,18955,15255,1401,1306,2000,0,800,800,1
50000,low,university,married,53,senior,female,0,0,0,0,-1,2,0,46940,48372,48184,3736,2003,380,2188,1000,75,2003,0,0,0
410000,high,university,married,46,senior,male,2,2,2,2,2,0,2,71532,73643,72083,76603,74964,76370,3700,0,6147,0,2577,2747,0
360000,high,university,married,37,midage,female,-1,2,2,-2,-2,-2,0,5748,550,0,0,0,0,0,0,0,0,0,0,1
100000,moderate,university,married,42,senior,female,-1,0,0,0,0,0,0,976,5476,10303,11007,11254,5934,4500,5000,1000,5200,1052,4000,0
200000,high,graduateschool,married,34,midage,male,2,2,2,2,2,2,2,170487,174258,175905,178528,175581,180145,8000,6000,7000,0,7500,6000,0
50000,low,graduateschool,single,29,young,male,1,2,2,2,2,2,2,5931,5690,8023,7748,8269,7992,0,2600,0,800,0,800,1
270000,high,highschool,married,47,senior,male,0,0,0,0,0,0,0,165303,168837,172281,175705,179582,184650,6200,6254,6290,6710,8250,0,1
20000,low,university,single,30,midage,male,0,0,0,0,0,0,0,16320,28674,15491,16299,16428,0,1238,1392,1200,329,0,0,1
110000,moderate,university,single,29,young,male,0,0,0,0,0,0,0,112533,109515,48917,46765,40212,39690,4101,3000,2000,3000,5000,3000,1
50000,low,graduateschool,single,28,young,female,2,2,0,0,0,0,1,19930,19316,20347,21354,21630,23123,0,1646,1653,929,2000,0,0
180000,moderate,graduateschool,married,48,senior,male,0,0,0,0,0,0,0,64788,66092,65236,65912,66523,67020,3000,2370,3000,3000,2588,2500,1
260000,high,university,married,31,midage,male,-1,2,-1,-1,-1,-1,0,7559,4860,1350,4645,4625,12209,0,1350,4645,4625,12209,4365,1
500000,high,graduateschool,single,44,senior,female,-2,-2,-2,-2,-2,-2,-2,29996,10625,14567,0,3808,6751,10625,14573,0,3808,6751,0,1
230000,high,university,single,24,young,female,-1,-1,-1,-1,-1,0,-1,160,237,436,12488,932,317,237,586,12511,1249,0,0,0
150000,moderate,highschool,married,45,senior,female,2,2,2,0,0,0,1,179441,169947,153522,150779,49198,50277,7333,4,4104,15000,2000,2200,0
90000,moderate,university,single,52,senior,male,0,0,0,0,0,0,0,87186,87526,88924,88735,87521,85699,3505,3962,2909,3107,3127,3032,1
10000,low,university,single,31,midage,female,0,0,0,-1,-1,-1,0,10503,9996,6528,4328,4328,4171,1140,1000,4328,4328,4171,4718,1
250000,high,university,married,44,senior,female,0,0,2,2,2,0,1,6107,8837,8535,10647,10352,12788,3000,0,3000,0,3000,3000,1
500000,high,graduateschool,married,44,senior,male,-1,-1,-1,-1,0,-1,-1,100862,367,15272,12925,75667,67609,367,16652,76146,67697,67609,71946,1
20000,low,highschool,married,27,young,female,0,0,0,2,0,0,0,6294,2388,4087,4339,3288,3288,1500,1748,500,0,0,0,0
100000,moderate,university,single,29,young,male,1,3,3,2,2,2,2,99679,101249,98768,96287,102069,81931,4000,0,0,7629,0,18895,0
220000,high,university,married,35,midage,male,0,0,-1,-1,-1,-1,-1,112460,29300,8500,0,8500,8535,8500,8500,0,8500,8535,177000,1
80000,moderate,highschool,married,41,senior,male,0,0,0,0,0,0,0,35646,38040,39562,40427,43417,46878,3000,2135,2000,3500,4000,3000,1
